"Date","Share Code","Year High (GHS)","Year Low (GHS)","Previous Closing Price VWAP (GHS)","Opening Price (GHS)","Closing Price VWAP (GHS)","Price Change (GHS)","Closing Bid Price (GHS)","Closing Offer Price (GHS)","Total Shares Traded","Total Value Traded","Last Transaction Price (GHS)"
"2022-04-06","ACCESS","3.15","1.9","2.09","2.09","2.09","0","2.09","","0","0","2.09"
"2022-04-07","ACCESS","3.15","1.9","2.09","2.09","2.09","0","2.09","","250","522.5","2.09"
"2022-04-08","ACCESS","3.15","1.9","2.09","2.09","2.09","0","2.09","","0","0","2.09"
"2022-04-11","ACCESS","3.15","1.9","2.09","2.09","2.29","0.2","2.29","","1,250","2,862.50","2.29"
"2022-04-12","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.29","","0","0","2.29"
"2022-04-13","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.29","","0","0","2.29"
"2022-04-14","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.29","2.5","1,919","4,394.51","2.29"
"2022-04-19","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.29","2.5","130","297.7","2.29"
"2022-04-20","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","0","0","2.29"
"2022-04-21","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","0","0","2.29"
"2022-04-22","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","0","0","2.29"
"2022-04-25","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","0","0","2.29"
"2022-04-26","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","0","0","2.29"
"2022-04-27","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","750","1,725.00","2.29"
"2022-04-28","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","0","0","2.29"
"2022-04-29","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","0","0","2.29"
"2022-05-04","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","0","0","2.29"
"2022-05-05","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","0","0","2.29"
"2022-05-06","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","0","0","2.29"
"2022-05-09","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","0","0","2.29"
"2022-05-10","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","0","0","2.29"
"2022-05-11","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","0","0","2.29"
"2022-05-12","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","0","0","2.29"
"2022-05-13","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","0","0","2.29"
"2022-05-16","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","0","0","2.29"
"2022-05-17","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","2","4.6","2.29"
"2022-05-18","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","0","0","2.29"
"2022-05-19","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.3","","0","0","2.29"
"2022-05-20","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.4","","0","0","2.29"
"2022-05-23","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.4","","0","0","2.29"
"2022-05-24","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.4","","0","0","2.29"
"2022-05-25","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.4","","0","0","2.29"
"2022-05-26","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.4","","0","0","2.29"
"2022-05-27","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.4","","0","0","2.29"
"2022-05-30","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.4","","300","720","2.29"
"2022-05-31","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.4","","0","0","2.29"
"2022-06-01","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.4","","0","0","2.29"
"2022-06-02","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.4","","0","0","2.29"
"2022-06-03","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.4","","0","0","2.29"
"2022-06-06","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.4","","0","0","2.29"
"2022-06-07","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.4","","800","2,000.00","2.29"
"2022-06-08","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.4","","0","0","2.29"
"2022-06-09","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.4","","0","0","2.29"
"2022-06-10","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.4","","129","323.79","2.29"
"2022-06-13","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.51","","0","0","2.29"
"2022-06-14","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.51","","0","0","2.29"
"2022-06-15","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.51","","0","0","2.29"
"2022-06-16","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.51","","0","0","2.29"
"2022-06-17","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.51","","0","0","2.29"
"2022-06-20","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.51","","660","1,656.60","2.51"
"2022-06-22","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.51","","0","0","2.29"
"2022-06-23","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.51","","0","0","2.29"
"2022-06-24","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.51","","100","251","2.29"
"2022-06-27","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.51","","0","0","2.29"
"2022-06-28","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.51","","0","0","2.29"
"2022-06-29","ACCESS","3.15","1.9","2.29","2.29","2.29","0","2.51","","0","0","2.29"
"2022-06-30","ACCESS","3.15","1.9","2.29","2.29","2.51","0.22","2.51","","1,077","2,703.27","2.51"
"2022-07-01","ACCESS","3.15","1.9","2.51","2.51","2.51","0","2.51","","0","0","2.51"
"2022-07-04","ACCESS","3.15","1.9","2.51","2.51","2.51","0","2.52","","0","0","2.51"
"2022-07-05","ACCESS","3.15","1.9","2.51","2.51","2.51","0","2.53","","0","0","2.51"
"2022-07-06","ACCESS","3.15","1.9","2.51","2.51","2.51","0","2.53","","0","0","2.51"
"2022-07-07","ACCESS","3.15","1.9","2.51","2.51","2.51","0","2.53","","0","0","2.51"
"2022-07-08","ACCESS","3.15","1.9","2.51","2.51","2.51","0","2.53","","0","0","2.51"
"2022-07-12","ACCESS","3.15","1.9","2.51","2.51","2.51","0","2.53","","0","0","2.51"
"2022-07-13","ACCESS","3.15","1.9","2.51","2.51","2.51","0","2.53","","0","0","2.51"
"2022-07-14","ACCESS","3.15","1.9","2.51","2.51","2.51","0","2.53","","0","0","2.51"
"2022-07-18","ACCESS","3.15","1.9","2.51","2.51","2.51","0","2.53","","0","0","2.51"
"2022-07-19","ACCESS","3.15","1.9","2.51","2.51","2.51","0","2.53","","0","0","2.51"
"2022-07-20","ACCESS","3.15","1.9","2.51","2.51","2.51","0","2.51","","0","0","2.51"
"2022-07-21","ACCESS","3.15","1.9","2.51","2.51","2.51","0","2.53","","0","0","2.51"
"2022-07-22","ACCESS","3.15","1.9","2.51","2.51","2.51","0","2.53","","100","253","2.51"
"2022-07-25","ACCESS","3.15","1.9","2.51","2.51","2.51","0","2.51","","0","0","2.51"
"2022-07-26","ACCESS","3.15","1.9","2.51","2.51","2.51","0","2.53","","0","0","2.51"
"2022-07-27","ACCESS","3.15","1.9","2.51","2.51","2.51","0","2.53","","0","0","2.51"
"2022-07-28","ACCESS","3.15","1.9","2.51","2.51","2.53","0.02","2.51","2.53","50,000","126,500.00","2.53"
"2022-07-29","ACCESS","3.15","1.9","2.53","2.53","2.55","0.02","2.55","","2,686","6,849.30","2.55"
"2022-08-01","ACCESS","3.15","1.9","2.55","2.55","2.75","0.2","2.75","","8,805","24,213.75","2.75"
"2022-08-02","ACCESS","3.15","1.9","2.75","2.75","2.78","0.03","2.88","","58,469","162,725.00","2.78"
"2022-08-03","ACCESS","3.15","1.9","2.78","2.78","2.9","0.12","2.9","","1,000","2,900.00","2.9"
"2022-08-05","ACCESS","3.15","1.9","2.9","2.9","3","0.1","2.9","","2,000","6,000.00","3"
"2022-08-08","ACCESS","3.15","1.9","3","3","3","0","3","","2,750","8,250.00","3"
"2022-08-09","ACCESS","3.15","1.9","3","3","3","0","3","","500","1,500.00","3"
"2022-08-10","ACCESS","3.15","1.9","3","3","3","0","3","","1,000","3,000.00","3"
"2022-08-11","ACCESS","3.15","1.9","3","3","3","0","3","","0","0","3"
"2022-08-12","ACCESS","3.15","1.9","3","3","3","0","3","","0","0","3"
"2022-08-15","ACCESS","3.15","1.9","3","3","3","0","3","","0","0","3"
"2022-08-16","ACCESS","3.15","1.9","3","3","3","0","3.15","","0","0","3"
"2022-08-17","ACCESS","3.15","1.9","3","3","3","0","3.15","","0","0","3"
"2022-08-18","ACCESS","3.15","1.9","3","3","3","0","3.3","","0","0","3"
"2022-08-19","ACCESS","3.3","1.9","3","3","3.3","0.3","3.3","","3,200","10,560.00","3.3"
"2022-08-22","ACCESS","3.3","1.9","3.3","3.3","3.3","0","3.3","","0","0","3.3"
"2022-08-23","ACCESS","3.3","1.9","3.3","3.3","3.3","0","3.3","","0","0","3.3"
"2022-08-24","ACCESS","3.3","1.9","3.3","3.3","3.3","0","3.3","","100","330","3.3"
"2022-08-25","ACCESS","3.3","1.9","3.3","3.3","3.3","0","3.3","","0","0","3.3"
"2022-08-26","ACCESS","3.3","1.9","3.3","3.3","3.3","0","","","0","0","3.3"
"2022-08-29","ACCESS","3.3","1.9","3.3","3.3","3.3","0","3.3","","0","0","3.3"
"2022-08-30","ACCESS","3.63","1.9","3.3","3.3","3.63","0.33","3.63","","100,000","363,000.00","3.63"
"2022-08-31","ACCESS","3.63","1.9","3.63","3.63","3.63","0","3.63","","0","0","3.63"
"2022-09-01","ACCESS","3.63","1.9","3.63","3.63","3.63","0","3.63","","0","0","3.63"
"2022-09-02","ACCESS","3.63","1.9","3.63","3.63","3.63","0","3.7","","0","0","3.63"
"2022-09-05","ACCESS","3.63","1.9","3.63","3.63","3.63","0","3.7","","0","0","3.63"
"2022-09-06","ACCESS","3.63","1.9","3.63","3.63","3.63","0","3.7","","0","0","3.63"
"2022-09-07","ACCESS","3.63","1.9","3.63","3.63","3.63","0","3.7","","0","0","3.63"
"2022-09-08","ACCESS","3.63","1.9","3.63","3.63","3.63","0","3.7","","0","0","3.63"
"2022-09-09","ACCESS","3.63","1.9","3.63","3.63","3.63","0","3.7","","0","0","3.63"
"2022-09-12","ACCESS","3.7","1.9","3.63","3.63","3.7","0.07","3.7","","2,394","8,857.80","3.7"
"2022-09-13","ACCESS","3.7","1.9","3.7","3.7","3.7","0","3.7","","0","0","3.7"
"2022-09-14","ACCESS","3.7","1.9","3.7","3.7","3.7","0","3.7","","0","0","3.7"
"2022-09-15","ACCESS","3.7","1.9","3.7","3.7","3.7","0","3.7","","0","0","3.7"
"2022-09-16","ACCESS","3.7","1.9","3.7","3.7","3.7","0","3.7","","0","0","3.7"
