"Date","Share Code","Year High (GHS)","Year Low (GHS)","Previous Closing Price VWAP (GHS)","Opening Price (GHS)","Closing Price VWAP (GHS)","Price Change (GHS)","Closing Bid Price (GHS)","Closing Offer Price (GHS)","Total Shares Traded","Total Value Traded","Last Transaction Price (GHS)"
"2016-12-28","ACCESS","4.10","4.00","4.10","4.10","4.10","0.00","","","0","","4.10"
"2016-12-29","ACCESS","4.10","4.00","4.10","4.10","4.10","0.00","","","0","","4.10"
"2016-12-30","ACCESS","4.10","4.00","4.10","4.10","4.10","0.00","4.10","","0","","4.10"
"2017-01-03","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-01-04","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","4.10","","0","","4.10"
"2017-01-05","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-01-06","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","4.10","","0","","4.10"
"2017-01-09","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","4.10","","0","","4.10"
"2017-01-10","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-01-11","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-01-12","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-01-13","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","4.10","","0","","4.10"
"2017-01-16","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","4.10","","0","","4.10"
"2017-01-17","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-01-18","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-01-19","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","4.10","","0","","4.10"
"2017-01-20","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","4.10","","0","","4.10"
"2017-01-23","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-01-24","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-01-25","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-01-26","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-01-27","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","4.10","","0","","4.10"
"2017-01-30","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-01-31","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","4.10","","0","","4.10"
"2017-02-01","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-02-02","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-02-03","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-02-06","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-02-07","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-02-08","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","4.10","","0","","4.10"
"2017-02-09","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","4.10","","0","","4.10"
"2017-02-10","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","4.10","","0","","4.10"
"2017-02-13","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-02-14","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-02-15","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","4.10","","0","","4.10"
"2017-02-16","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","4.10","","0","","4.10"
"2017-02-17","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","4.10","","0","","4.10"
"2017-02-20","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","4.10","","0","","4.10"
"2017-02-21","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","4.10","","0","","4.10"
"2017-02-22","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","4.10","300","","4.10"
"2017-02-23","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-02-24","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-02-27","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","700","","4.10"
"2017-02-28","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","100","","4.10"
"2017-03-01","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-02","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-03","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-07","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-08","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-09","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-10","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-13","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","4.10","200","","4.10"
"2017-03-14","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","200","","4.10"
"2017-03-15","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-16","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-17","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-20","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-21","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-22","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-23","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-24","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-27","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-28","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-29","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-30","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","","0","","4.10"
"2017-03-31","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","4.10","0","","4.10"
"2017-04-03","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","4.10","0","","4.10"
"2017-04-04","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","3.9","4.10","0","","4.10"
"2017-04-05","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","3.9","4.10","0","","4.10"
"2017-04-06","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","3.90","","0","","4.10"
"2017-04-07","ACCESS","4.10","4.10","4.10","4.10","4.10","0.00","","4.10","0","","4.10"
"2017-04-10","ACCESS","4.10","3.90","4.10","4.10","3.90","-0.20","3.90","4.10","200","","3.90"
"2017-04-11","ACCESS","4.10","3.90","3.90","4.10","3.90","0.00","","","800","","3.90"
"2017-04-12","ACCESS","4.10","3.90","3.90","3.90","3.90","0.00","","","0","","3.90"
"2017-04-13","ACCESS","4.10","3.90","3.90","3.90","3.90","0.00","","","0","","3.90"
"2017-04-18","ACCESS","4.10","3.90","3.90","3.90","3.90","0.00","","","0","","3.90"
"2017-04-19","ACCESS","4.10","3.90","3.90","3.90","3.90","0.00","","","0","","3.90"
"2017-04-20","ACCESS","4.10","3.90","3.90","3.90","3.90","0.00","","","0","","3.90"
"2017-04-21","ACCESS","4.10","3.90","3.90","3.90","3.90","0.00","","","0","","3.90"
"2017-04-24","ACCESS","4.10","3.90","3.90","3.90","3.90","0.00","","","0","","3.90"
"2017-04-25","ACCESS","4.10","3.90","3.90","3.90","3.90","0.00","","","0","","3.90"
"2017-04-26","ACCESS","4.10","3.90","3.90","3.90","3.90","0.00","","","0","","3.90"
"2017-04-27","ACCESS","4.10","3.90","3.90","3.90","4.00","0.10","","4.00","24600","","4.00"
"2017-04-28","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2017-05-02","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2017-05-03","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","4.00","200","","4.00"
"2017-05-04","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2017-05-05","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2017-05-08","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2017-05-09","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2017-05-10","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2017-05-11","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","4.00","24600","","4.00"
"2017-05-12","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2017-05-15","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","0.48","0","","4.00"
"2017-05-16","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","4.00","100","","4.00"
"2017-05-17","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","","0","","4.00"
"2017-05-18","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","0.48","0","","4.00"
"2017-05-19","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","0.48","0","","4.00"
"2017-05-22","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","0.48","0","","4.00"
"2017-05-23","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","","0","","4.00"
"2017-05-24","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","","0","","4.00"
"2017-05-26","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","","0","","4.00"
"2017-05-29","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","","0","","4.00"
"2017-05-30","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","","0","","4.00"
"2017-05-31","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","","0","","4.00"
"2017-06-01","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","","0","","4.00"
"2017-06-02","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","","0","","4.00"
"2017-06-05","ACCESS","4.10","3.90","4.00","4.00","4.00","0.00","","","0","","4.00"
"2017-06-06","ACCESS","4.10","3.80","4.00","4.00","3.80","-0.20","3.80","4.00","100","","3.80"
"2017-06-07","ACCESS","4.10","3.80","3.80","3.80","3.80","0.00","3.80","4.00","0","","3.80"
"2017-06-08","ACCESS","4.10","3.80","3.80","3.80","3.80","0.00","3.80","4.00","0","","3.80"
"2017-06-09","ACCESS","4.10","3.80","3.80","3.80","3.80","0.00","3.80","4.00","0","","3.80"
"2017-06-12","ACCESS","4.10","3.80","3.80","3.80","3.80","0.00","3.80","4.00","0","","3.80"
"2017-06-13","ACCESS","4.10","3.80","3.80","3.80","3.80","0.00","3.80","4.00","0","","3.80"
"2017-06-14","ACCESS","4.10","3.80","3.80","3.80","3.80","0.00","3.80","4.00","500","","3.80"
"2017-06-15","ACCESS","4.10","3.80","3.80","3.80","3.80","0.00","3.80","4.00","0","","3.80"
"2017-06-16","ACCESS","4.10","3.80","3.80","3.80","4.00","0.20","3.80","","10300","","4.00"
"2017-06-19","ACCESS","4.10","3.80","4.00","3.80","4.00","0.00","","","0","","4.00"
"2017-06-20","ACCESS","4.10","3.80","4.00","3.80","4.00","0.00","3.80","4.00","0","","4.00"
"2017-06-21","ACCESS","4.10","3.80","4.00","3.80","4.00","0.00","","","0","","4.00"
"2017-06-22","ACCESS","4.10","3.80","4.00","3.80","4.00","0.00","0.01","","0","","4.00"
"2017-06-23","ACCESS","4.10","3.80","4.00","3.80","4.00","0.00","3.80","","0","","4.00"
"2017-06-27","ACCESS","4.10","3.80","4.00","3.80","3.80","-0.20","3.80","","100","","3.80"
"2017-06-28","ACCESS","4.10","3.80","3.80","3.80","3.80","0.00","","3.80","0","","3.80"
"2017-06-29","ACCESS","4.10","3.80","3.80","3.80","3.80","0.00","3.80","","0","","3.80"
"2017-06-30","ACCESS","4.10","3.80","3.80","3.80","3.80","0.00","3.80","","0","","3.80"
"2017-07-04","ACCESS","4.10","3.80","3.80","3.80","3.80","0.00","","3.83","0","","3.80"
"2017-07-05","ACCESS","4.10","3.80","3.80","3.80","3.80","0.00","","3.83","0","","3.80"
"2017-07-06","ACCESS","4.10","3.80","3.80","3.80","3.80","0.00","3.80","","0","","3.80"
"2017-07-07","ACCESS","4.10","3.80","3.80","3.80","3.80","0.00","3.80","","0","","3.80"
"2017-07-10","ACCESS","4.10","3.80","3.80","3.80","3.80","0.00","3.80","","0","","3.80"
"2017-07-11","ACCESS","4.10","3.80","3.80","3.80","3.98","0.18","","","5700","","4.00"
"2017-07-12","ACCESS","4.10","3.80","3.98","3.98","3.98","0.00","","","0","","4.00"
"2017-07-13","ACCESS","4.10","3.80","3.98","3.98","3.98","0.00","","","0","","4.00"
"2017-07-14","ACCESS","4.10","3.80","3.98","3.98","3.98","0.00","3.50","","0","","4.00"
"2017-07-17","ACCESS","4.10","3.80","3.98","3.98","3.98","0.00","3.50","","0","","4.00"
"2017-07-18","ACCESS","4.10","3.80","3.98","3.98","3.98","0.00","","","0","","4.00"
"2017-07-19","ACCESS","4.10","3.80","3.98","3.98","3.98","0.00","3.50","","0","","4.00"
"2017-07-20","ACCESS","4.10","3.80","3.98","3.98","3.98","0.00","3.50","","0","","4.00"
"2017-07-21","ACCESS","4.10","3.80","3.98","3.98","4.00","0.02","","","4200","","4.00"
"2017-07-24","ACCESS","4.10","3.80","4.00","4.00","4.00","0.00","3.50","","0","","4.00"
"2017-07-25","ACCESS","4.10","3.80","4.00","4.00","4.00","0.00","3.50","","0","","4.00"
"2017-07-26","ACCESS","4.10","3.80","4.00","4.00","4.00","0.00","3.50","","0","","4.00"
"2017-07-27","ACCESS","4.10","3.80","4.00","4.00","4.00","0.00","3.50","","0","","4.00"
"2017-07-28","ACCESS","4.10","3.80","4.00","4.00","4.00","0.00","3.50","4.00","0","","4.00"
"2017-07-31","ACCESS","4.10","3.80","4.00","4.00","4.00","0.00","3.50","4.00","0","","4.00"
"2017-08-01","ACCESS","4.10","3.80","4.00","4.00","4.00","0.00","3.50","4.00","0","","4.00"
"2017-08-02","ACCESS","4.10","3.80","4.00","4.00","4.00","0.00","3.50","4.00","700","","4.00"
"2017-08-03","ACCESS","4.10","3.80","4.00","4.00","4.00","0.00","3.50","4.00","0","","4.00"
"2017-08-04","ACCESS","4.10","3.80","4.00","4.00","4.00","0.00","3.50","4.00","100","","4.00"
"2017-08-07","ACCESS","4.10","3.80","4.00","4.00","4.00","0.00","3.50","4.00","0","","4.00"
"2017-08-08","ACCESS","4.10","3.80","4.00","4.00","4.00","0.00","3.50","4.00","300","","4.00"
"2017-08-09","ACCESS","4.10","3.80","4.00","4.00","4.00","0.00","3.50","4.00","0","","4.00"
"2017-08-10","ACCESS","4.10","3.80","4.00","4.00","4.00","0.00","3.50","4.00","0","","4.00"
"2017-08-11","ACCESS","4.10","3.80","4.00","4.00","4.00","0.00","3.50","4.00","0","","4.00"
"2017-08-14","ACCESS","4.10","3.80","4.00","4.00","4.00","0.00","3.50","4.00","0","","4.00"
"2017-08-15","ACCESS","4.10","3.50","4.00","4.00","3.50","-0.50","3.50","4.00","100","","3.50"
"2017-08-16","ACCESS","4.10","3.50","3.50","3.50","3.50","0.00","3.50","4.00","0","","3.50"
"2017-08-17","ACCESS","4.10","3.50","3.50","3.50","3.50","0.00","3.50","4.00","0","","3.50"
"2017-08-18","ACCESS","4.10","3.50","3.50","3.50","3.50","0.00","3.50","4.00","300","","3.50"
"2017-08-21","ACCESS","4.10","3.50","3.50","3.50","4.00","0.50","3.00","4.00","1000","","4.00"
"2017-08-22","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","4.00","0","","4.00"
"2017-08-23","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","4.00","0","","4.00"
"2017-08-24","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","4.00","0","","4.00"
"2017-08-25","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","4.00","0","","4.00"
"2017-08-28","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","4.00","0","","4.00"
"2017-08-29","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","4.00","25000","","4.00"
"2017-08-30","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","4.00","0","","4.00"
"2017-08-31","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","","0","","4.00"
"2017-09-04","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","","0","","4.00"
"2017-09-05","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","","0","","4.00"
"2017-09-06","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","","0","","4.00"
"2017-09-07","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","","0","","4.00"
"2017-09-08","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","","0","","4.00"
"2017-09-11","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","","0","","4.00"
"2017-09-12","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","4.00","0","","4.00"
"2017-09-13","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","4.00","0","","4.00"
"2017-09-14","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","","0","","4.00"
"2017-09-15","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","","0","","4.00"
"2017-09-18","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","","0","","4.00"
"2017-09-19","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","4.00","0","","4.00"
"2017-09-20","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","","0","","4.00"
"2017-09-22","ACCESS","4.10","3.50","4.00","4.00","4.00","0.00","3.40","4.00","0","","4.00"
"2017-09-25","ACCESS","4.10","3.40","4.00","4.00","3.40","-0.60","3.40","","100","","3.40"
"2017-09-26","ACCESS","4.10","3.40","3.40","3.40","3.40","0.00","3.40","","0","","3.40"
"2017-09-27","ACCESS","4.10","3.40","3.40","3.40","3.40","0.00","3.40","","0","","3.40"
"2017-09-28","ACCESS","4.10","3.40","3.40","3.40","3.40","0.00","","","0","","3.40"
"2017-09-29","ACCESS","4.10","3.40","3.40","3.40","3.40","0.00","3.40","","0","","3.40"
"2017-10-02","ACCESS","4.10","3.40","3.40","3.40","3.90","0.50","3.40","","100","","3.90"
"2017-10-03","ACCESS","4.10","3.40","3.90","3.90","4.00","0.10","3.40","4.00","800","","4.00"
"2017-10-04","ACCESS","4.10","3.40","4.00","3.90","4.00","0.00","3.40","","0","","4.00"
"2017-10-05","ACCESS","4.10","3.40","4.00","4.00","3.40","-0.60","","3.40","300","","3.40"
"2017-10-06","ACCESS","4.10","3.40","3.40","3.40","3.40","0.00","","3.40","2200","","3.40"
"2017-10-09","ACCESS","4.10","3.40","3.40","3.40","3.40","0.00","","","0","","3.40"
"2017-10-10","ACCESS","4.10","3.40","3.40","3.40","3.40","0.00","3.40","","0","","3.40"
"2017-10-11","ACCESS","4.10","3.40","3.40","3.40","3.40","0.00","3.40","","0","","3.40"
"2017-10-12","ACCESS","4.10","3.40","3.40","3.40","3.40","0.00","3.40","","0","","3.40"
"2017-10-13","ACCESS","4.10","3.40","3.40","3.40","3.40","0.00","3.40","","0","","3.40"
"2017-10-16","ACCESS","4.10","3.40","3.40","3.40","3.40","0.00","3.40","","0","","3.40"
"2017-10-17","ACCESS","4.10","3.40","3.40","3.40","3.91","0.51","3.40","","100","","3.91"
"2017-10-18","ACCESS","4.10","3.40","3.91","3.91","3.91","0.00","3.40","3.91","0","","3.91"
"2017-10-19","ACCESS","4.10","3.40","3.91","3.91","3.91","0.00","3.40","4.00","0","","3.91"
"2017-10-20","ACCESS","4.10","3.40","3.91","3.91","3.91","0.00","3.40","","0","","3.91"
"2017-10-23","ACCESS","4.10","3.40","3.91","3.91","3.91","0.00","","","0","","3.91"
"2017-10-24","ACCESS","4.10","3.40","3.91","3.91","3.91","0.00","3.40","","0","","3.91"
"2017-10-25","ACCESS","4.10","3.40","3.91","3.91","3.91","0.00","3.40","3.91","0","","3.91"
"2017-10-26","ACCESS","4.10","3.40","3.91","3.91","3.91","0.00","3.40","3.91","0","","3.91"
"2017-10-27","ACCESS","4.10","3.40","3.91","3.91","3.91","0.00","3.40","3.91","0","","3.91"
"2017-10-30","ACCESS","4.10","3.40","3.91","3.91","3.91","0.00","3.40","3.91","0","","3.91"
"2017-10-31","ACCESS","4.10","3.40","3.91","3.91","3.91","0.00","3.40","","0","","3.91"
"2017-11-01","ACCESS","4.10","3.40","3.91","3.91","3.91","0.00","3.40","3.91","0","","3.91"
"2017-11-02","ACCESS","4.10","3.40","3.91","3.91","3.91","0.00","3.40","","0","","3.91"
"2017-11-03","ACCESS","4.10","3.40","3.91","3.91","3.91","0.00","3.40","3.91","0","","3.91"
"2017-11-06","ACCESS","4.10","3.40","3.91","3.91","3.91","0.00","3.40","3.91","0","","3.91"
"2017-11-07","ACCESS","4.10","3.40","3.91","3.91","3.91","0.00","3.40","3.91","0","","3.91"
"2017-11-08","ACCESS","4.10","3.40","3.91","3.91","3.91","0.00","3.40","3.91","0","","3.91"
"2017-11-09","ACCESS","4.10","3.40","3.91","3.91","3.91","0.00","3.40","3.91","0","","3.91"
"2017-11-10","ACCESS","4.10","3.40","3.91","3.91","3.40","-0.51","3.40","3.91","1200","","3.40"
"2017-11-13","ACCESS","4.10","3.40","3.40","3.40","3.40","0.00","","","2000","","3.40"
"2017-11-14","ACCESS","4.10","3.40","3.40","3.40","3.40","0.00","","","0","","3.40"
"2017-11-15","ACCESS","4.10","3.40","3.40","3.40","3.40","0.00","","","0","","3.40"
"2017-11-16","ACCESS","4.10","3.40","3.40","3.40","3.40","0.00","","","0","","3.40"
"2017-11-17","ACCESS","4.10","3.40","3.40","3.40","3.57","0.17","","","300","","3.91"
"2017-11-20","ACCESS","4.10","3.40","3.57","3.57","4.00","0.43","","4.00","100","","4.00"
"2017-11-21","ACCESS","4.10","3.40","4.00","4.00","4.00","0.00","","","0","","4.00"
"2017-11-22","ACCESS","4.10","3.40","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2017-11-23","ACCESS","4.10","3.40","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2017-11-24","ACCESS","4.10","3.40","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2017-11-27","ACCESS","4.10","3.40","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2017-11-28","ACCESS","4.10","3.40","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2017-11-29","ACCESS","4.10","3.40","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2017-11-30","ACCESS","4.10","3.40","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2017-12-04","ACCESS","4.10","3.40","4.00","4.00","4.00","0.00","3.40","4.00","0","","4.00"
"2017-12-05","ACCESS","4.10","3.40","4.00","4.00","3.40","-0.60","3.40","4.00","200","","3.40"
"2017-12-06","ACCESS","4.10","3.40","3.40","3.40","3.40","0.00","3.40","","100","","3.40"
"2017-12-07","ACCESS","4.10","3.40","3.40","3.40","3.40","0.00","3.40","","0","","3.40"
"2017-12-08","ACCESS","4.10","3.40","3.40","3.40","3.83","0.43","3.40","3.83","1000","","3.83"
"2017-12-11","ACCESS","4.10","3.40","3.83","3.83","3.83","0.00","3.40","3.83","0","","3.83"
"2017-12-12","ACCESS","4.10","3.40","3.83","3.83","3.83","0.00","3.40","3.83","0","","3.83"
"2017-12-13","ACCESS","4.10","3.40","3.83","3.83","4.00","0.17","3.40","4.00","100","","4.00"
"2017-12-14","ACCESS","4.10","3.40","4.00","4.00","4.00","0.00","3.40","4.00","0","","4.00"
"2017-12-15","ACCESS","4.10","3.40","4.00","4.00","4.00","0.00","3.40","4.00","0","","4.00"
"2017-12-18","ACCESS","4.10","3.40","4.00","4.00","4.00","0.00","3.40","4.00","0","","4.00"
"2017-12-19","ACCESS","4.10","3.40","4.00","4.00","4.00","0.00","","4.00","0","","4.00"
"2017-12-20","ACCESS","4.10","3.40","4.00","4.00","4.00","0.00","3.40","4.00","0","","4.00"
"2017-12-21","ACCESS","4.10","3.40","4.00","4.00","4.05","0.05","3.40","4.00","200","","4.05"
"2017-12-21","ACCESS","4.10","3.40","4.05","4.05","4.05","0.00","","4.05","0","","4.05"
"2017-12-27","ACCESS","4.10","3.40","4.05","4.05","4.05","0.00","3.50","4.05","0","","4.05"
"2017-12-28","ACCESS","4.10","3.40","4.05","4.05","4.05","0.00","3.50","4.03","0","","4.05"
"2017-12-29","ACCESS","4.10","3.40","4.05","4.05","4.05","0.00","","","0","","4.05"
"2018-01-02","ACCESS","4.05","4.05","4.05","4.05","4.05","0.00","","","0","","4.05"
"2018-01-03","ACCESS","4.05","4.05","4.05","4.05","4.05","0.00","3.50","4.60","0","","4.05"
"2018-01-04","ACCESS","4.05","4.05","4.05","4.05","4.05","0.00","3.50","4.05","0","","4.05"
"2018-01-05","ACCESS","4.05","4.05","4.05","4.05","4.05","0.00","3.50","4.05","0","","4.05"
"2018-01-08","ACCESS","4.05","4.05","4.05","4.05","4.05","0.00","3.50","4.60","0","","4.05"
"2018-01-09","ACCESS","4.05","3.55","4.05","4.05","3.50","-0.55","3.50","3.80","100","","3.50"
"2018-01-10","ACCESS","4.05","3.55","3.50","3.50","3.50","0.00","3.80","","0","","3.50"
"2018-01-11","ACCESS","4.05","3.55","3.50","3.50","3.80","0.30","3.50","3.80","200","","3.80"
"2018-01-12","ACCESS","4.05","3.55","3.80","3.80","3.80","0.00","3.50","3.80","5900","","3.80"
"2018-01-15","ACCESS","4.05","3.55","3.80","3.80","3.80","0.00","3.50","","0","","3.80"
"2018-01-16","ACCESS","4.05","3.55","3.80","3.80","3.80","0.00","3.50","","0","","3.80"
"2018-01-17","ACCESS","4.05","3.55","3.80","3.80","3.80","0.00","3.80","","300","","3.80"
"2018-01-18","ACCESS","4.05","3.55","3.80","3.80","3.80","0.00","","","0","","3.80"
"2018-01-19","ACCESS","4.05","3.55","3.80","3.80","3.80","0.00","","","200","","3.80"
"2018-01-22","ACCESS","4.05","3.55","3.80","3.80","3.80","0.00","","","0","","3.80"
"2018-01-23","ACCESS","4.05","3.55","3.80","3.80","3.80","0.00","","","0","","3.80"
"2018-01-24","ACCESS","4.05","3.55","3.80","3.80","3.80","0.00","","","0","","3.80"
"2018-01-25","ACCESS","4.05","3.55","3.80","3.80","3.81","0.01","","3.90","1100","","3.80"
"2018-01-26","ACCESS","4.05","3.55","3.81","3.81","3.81","0.00","3.80","3.90","0","","3.80"
"2018-01-29","ACCESS","4.05","3.50","3.81","3.81","3.70","-0.11","","3.81","2000","","3.50"
"2018-01-30","ACCESS","4.05","3.50","3.70","3.70","3.70","0.00","3.50","","0","","3.50"
"2018-01-31","ACCESS","4.05","3.50","3.70","3.70","3.50","-0.20","3.50","","100","","3.50"
