"Date","Share Code","Year High (GHS)","Year Low (GHS)","Previous Closing Price VWAP (GHS)","Opening Price (GHS)","Closing Price VWAP (GHS)","Price Change (GHS)","Closing Bid Price (GHS)","Closing Offer Price (GHS)","Total Shares Traded","Total Value Traded","Last Transaction Price (GHS)"
"2012-11-05","GLD","33.25","31.40","32.90","32.90","32.90","0.00","","","0","","32.90"
"2012-11-06","GLD","33.25","31.40","32.90","32.90","32.90","0.00","","","0","","32.90"
"2012-11-07","GLD","33.25","31.40","32.90","32.90","32.90","0.00","","","0","","32.90"
"2012-11-08","GLD","33.25","31.40","32.90","32.90","32.90","0.00","","","0","","32.90"
"2012-11-09","GLD","33.25","31.40","32.90","32.90","32.90","0.00","","","0","","32.90"
"2012-11-12","GLD","33.25","31.40","32.90","32.90","32.90","0.00","","","0","","32.90"
"2012-11-13","GLD","33.25","31.40","32.90","32.90","32.90","0.00","32.00","","0","","32.90"
"2012-11-14","GLD","33.25","31.40","32.90","32.90","32.90","0.00","32.00","","0","","32.90"
"2012-11-15","GLD","33.25","31.40","32.90","32.90","32.90","0.00","32.00","","0","","32.90"
"2012-11-16","GLD","33.25","31.40","32.90","32.90","32.90","0.00","32.00","","0","","32.90"
"2012-11-19","GLD","33.25","31.40","32.90","32.90","32.90","0.00","32.00","","0","","32.90"
"2012-11-20","GLD","33.25","31.40","32.90","32.90","32.90","0.00","32.00","","0","","32.90"
"2012-11-21","GLD","33.25","31.40","32.90","32.90","32.18","-0.72","32.00","","3,031","","32.18"
"2012-11-22","GLD","33.25","31.40","32.18","32.18","32.18","0.00","32.00","","0","","32.18"
"2012-11-23","GLD","33.25","31.40","32.18","32.18","32.18","0.00","32.00","","0","","32.18"
"2012-11-27","GLD","33.25","31.40","32.18","32.18","32.18","0.00","32.83","","0","","32.18"
"2012-11-28","GLD","33.25","31.40","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2012-11-29","GLD","33.25","31.40","32.18","32.18","32.18","0.00","","","0","","32.18"
"2012-11-30","GLD","33.25","31.40","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2012-12-04","GLD","33.25","31.40","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2012-12-04","GLD","33.25","31.40","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2012-12-05","GLD","33.25","31.40","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2012-12-06","GLD","33.25","31.40","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2012-12-10","GLD","33.25","31.40","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2012-12-11","GLD","33.25","31.4","32.18","32.18","32.18","0","32.18","","0","","32.18"
"2012-12-12","GLD","33.25","31.40","32.18","32.18","32.18","0.00","32.07","","0","","32.18"
"2012-12-13","GLD","33.25","31.40","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2012-12-14","GLD","33.25","31.40","32.18","32.18","32.18","0.00","","","0","","32.18"
"2012-12-17","GLD","33.25","31.40","32.18","32.18","32.18","0.00","","","0","","32.18"
"2012-12-18","GLD","33.25","31.40","32.18","32.18","32.18","0.00","","","0","","32.18"
"2012-12-19","GLD","33.25","31.40","32.18","32.18","32.18","0.00","","","8","","32.18"
"2012-12-20","GLD","33.25","31.40","32.18","32.18","32.18","0.00","","","0","","32.18"
"2012-12-21","GLD","33.25","31.40","32.18","32.18","32.18","0.00","","","0","","32.18"
"2012-12-24","GLD","33.25","31.40","32.18","32.18","32.18","0.00","","","0","","32.18"
"2012-12-27","GLD","33.25","31.40","32.18","32.18","32.18","0.00","","","0","","32.18"
"2012-12-28","GLD","33.25","31.40","32.18","32.18","32.18","0.00","","","0","","32.18"
"2012-12-31","GLD","33.25","31.40","32.18","32.18","32.18","0.00","","","0","","32.18"
"2013-01-02","GLD","32.18","32.18","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2013-01-03","GLD","32.18","32.18","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2013-01-04","GLD","32.18","32.18","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2013-01-07","GLD","32.18","32.18","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2013-01-08","GLD","32.18","32.18","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2013-01-09","GLD","32.18","32.18","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2013-01-10","GLD","32.18","32.18","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2013-01-11","GLD","32.18","32.18","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2013-01-14","GLD","32.18","32.18","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2013-01-16","GLD","32.18","32.18","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2013-01-15","GLD","32.18","32.18","32.18","32.18","32.18","0","32.18","","0","","32.18"
"2013-01-17","GLD","32.18","32.18","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2013-01-18","GLD","32.18","32.18","32.18","32.18","32.18","0.00","32.18","","15","","32.18"
"2013-01-21","GLD","32.18","32.18","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2013-01-22","GLD","32.18","32.18","32.18","32.18","32.18","0.00","32.18","","0","","32.18"
"2013-01-23","GLD","32.18","32.18","32.18","32.18","32.18","0.00","","","0","","32.18"
"2013-01-24","GLD","32.18","32.18","32.18","32.18","32.18","0.00","","","0","","32.18"
"2013-01-25","GLD","32.18","32.18","32.18","32.18","32.18","0.00","","33.00","0","","32.18"
"2013-01-28","GLD","32.18","32.18","32.18","32.18","32.18","0.00","","33.00","0","","32.18"
"2013-01-29","GLD","32.18","32.18","32.18","32.18","30.03","-2.15","","33.00","6,062","","30.03"
"2013-01-30","GLD","32.18","32.18","30.03","30.03","30.03","0.00","30.03","33.00","0","","30.03"
"2013-01-31","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","33.00","0","","30.03"
"2013-02-01","GLD","32.18","32.18","30.03","30.03","30.03","0.00","33.00","35.00","0","","30.03"
"2013-02-04","GLD","32.18","32.18","30.03","30.03","30.03","0.00","30.03","","0","","30.03"
"2013-02-05","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-02-06","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-02-07","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-02-08","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-02-11","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-02-12","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-02-13","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-02-14","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-02-15","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-02-18","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-02-19","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-02-20","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-02-21","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-02-22","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-02-25","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-02-26","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-02-27","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-02-28","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-03-01","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-03-04","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-03-05","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-03-07","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-03-08","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-03-11","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-03-12","GLD","32.18","32.18","30.03","30.03","30.03","0.00","","","0","","30.03"
"2013-03-13","GLD","32.18","32.18","30.03","30.03","31.00","0.97","","31.00","14","","31.00"
"2013-03-14","GLD","32.18","32.18","31.00","31.00","31.00","0.00","","31.00","0","","31.00"
"2013-03-15","GLD","32.18","32.18","31.00","31.00","31.00","0.00","","31.00","0","","31.00"
"2013-03-18","GLD","32.18","32.18","31.00","31.00","31.00","0.00","","31.00","0","","31.00"
"2013-03-19","GLD","32.18","32.18","31.00","31.00","31.00","0.00","","31.00","0","","31.00"
"2013-03-20","GLD","32.18","32.18","31.00","31.00","31.00","0.00","","31.00","0","","31.00"
"2013-03-21","GLD","32.18","32.18","31.00","31.00","31.00","0.00","","31.00","0","","31.00"
"2013-03-22","GLD","32.18","32.18","31.00","31.00","31.00","0.00","","31.00","12","","31.00"
