"Date","Share Code","Year High (GHS)","Year Low (GHS)","Previous Closing Price VWAP (GHS)","Opening Price (GHS)","Closing Price VWAP (GHS)","Price Change (GHS)","Closing Bid Price (GHS)","Closing Offer Price (GHS)","Total Shares Traded","Total Value Traded","Last Transaction Price (GHS)"
"2014-10-30","GLD","26.13","22.40","22.40","22.40","22.40","0.00","","","0","","23.00"
"2014-10-31","GLD","26.13","22.40","22.40","22.40","22.40","0.00","","","0","","23.00"
"2014-11-03","GLD","26.13","22.40","22.40","22.40","22.40","0.00","","","0","","23.00"
"2014-11-04","GLD","26.13","22.40","22.40","22.40","22.40","0.00","","","0","","23.00"
"2014-11-05","GLD","26.13","22.40","22.40","22.40","22.40","0.00","","","0","","23.00"
"2014-11-06","GLD","26.13","22.40","22.40","22.40","22.40","0.00","","","0","","23.00"
"2014-11-07","GLD","26.13","22.40","22.40","22.40","22.40","0.00","","","0","","23.00"
"2014-11-10","GLD","26.13","22.40","22.40","22.40","22.40","0.00","","","0","","23.00"
"2014-11-11","GLD","26.13","22.40","22.40","22.40","22.40","0.00","","26.35","0","","23.00"
"2014-11-12","GLD","26.13","22.40","22.40","22.40","22.40","0.00","","","0","","23.00"
"2014-11-13","GLD","26.13","22.40","22.40","22.40","22.40","0.00","","","0","","23.00"
"2014-11-14","GLD","26.13","22.40","22.40","22.40","22.40","0.00","","","0","","23.00"
"2014-11-17","GLD","26.13","22.40","22.40","22.40","22.40","0.00","","","0","","23.00"
"2014-11-18","GLD","26.13","22.40","22.40","22.40","22.40","0.00","","","0","","23.00"
"2014-11-19","GLD","35.80","22.40","22.40","22.40","35.80","13.40","","","450","","35.80"
"2014-11-20","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","","0","","35.80"
"2014-11-21","GLD","35.80","22.40","35.80","35.80","35.80","0.00","35.50","","0","","35.80"
"2014-11-24","GLD","35.80","22.40","35.80","35.80","35.80","0.00","35.80","","0","","35.80"
"2014-11-25","GLD","35.80","22.40","35.80","35.80","35.80","0.00","35.80","","0","","35.80"
"2014-11-26","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","35.80","28","","35.80"
"2014-11-27","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","35.80","0","","35.80"
"2014-11-28","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","","0","","35.80"
"2014-12-01","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","","0","","35.80"
"2014-12-02","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","","0","","35.80"
"2014-12-03","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","35.80","0","","35.80"
"2014-12-04","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","","0","","35.80"
"2014-12-08","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","","0","","35.80"
"2014-12-09","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","35.80","0","","35.80"
"2014-12-10","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","35.80","0","","35.80"
"2014-12-11","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","35.80","0","","35.80"
"2014-12-12","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","35.80","0","","35.80"
"2014-12-15","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","","0","","35.80"
"2014-12-16","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","","0","","35.80"
"2014-12-17","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","35.80","0","","35.80"
"2014-12-18","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","35.80","0","","35.80"
"2014-12-19","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","","0","","35.80"
"2014-12-22","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","","0","","35.80"
"2014-12-23","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","","0","","35.80"
"2014-12-23","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","","0","","2014-12-29"
"2014-12-30","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","","0","","35.80"
"2014-12-31","GLD","35.80","22.40","35.80","35.80","35.80","0.00","","","0","","35.80"
"2015-01-02","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0","","35.80"
"2015-01-05","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0","","35.80"
"2014-12-29","GLD","35.8","22.4","35.8","35.8","35.8","0","","","0","","35.8"
"2015-01-06","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0","","35.80"
"2015-01-07","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0","","35.80"
"2015-01-08","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0","","35.80"
"2015-01-09","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0","","35.80"
"2015-01-12","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0","","35.80"
"2015-01-13","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0","","35.80"
"2015-01-14","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0","","35.80"
"2015-01-15","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0","","35.80"
"2015-01-16","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0","","35.80"
"2015-01-19","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0","","35.80"
"2015-01-20","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0","","35.80"
"2015-01-21","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0.00","","35.80"
"2015-01-22","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-01-23","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-01-26","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0.00","","35.80"
"2015-01-27","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0.00","","35.80"
"2015-01-28","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0.00","","35.80"
"2015-01-29","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0.00","","35.80"
"2015-01-30","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0.00","","35.80"
"2015-02-02","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-02-03","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-02-04","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-02-05","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0.00","","35.80"
"2015-02-06","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0.00","","35.80"
"2015-02-09","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-02-10","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-02-11","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-02-12","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-02-13","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-02-16","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-02-17","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-02-18","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-02-19","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-02-20","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-02-23","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-02-24","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-02-25","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-02-26","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-02-27","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.82","0.00","","35.80"
"2015-03-02","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.82","0.00","","35.80"
"2015-03-03","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.82","0.00","","35.80"
"2015-03-04","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0.00","","35.80"
"2015-03-05","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.78","0.00","","35.80"
"2015-03-09","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-03-10","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-03-11","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0.00","","35.80"
"2015-03-12","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-03-13","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0.00","","35.80"
"2015-03-16","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.75","0","","35.80"
"2015-03-17","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.78","0","","35.80"
"2015-03-18","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0","","35.80"
"2015-03-19","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0.00","","35.80"
"2015-03-20","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0","","35.80"
"2015-03-23","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0","","35.80"
"2015-03-24","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0","","35.80"
"2015-03-25","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.90","0","","35.80"
"2015-03-26","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0","","35.80"
"2015-03-27","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","","0","","35.80"
"2015-03-30","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0","","35.80"
"2015-03-31","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0","","35.80"
"2015-04-01","GLD","35.80","35.80","35.80","35.80","35.80","0.00","","35.80","0","","35.80"
